name,id,type,area_id,grade,height,pitches,score,votes,description,star_ratings
Book of Deceit,112306633,Boulder,111679778,V6,0,1,3.0,1.0,"hard slabby dihedral with then crack. with your left foot on the left side and your right hand on the right side, get a little hop start to get your left hand up into the seam. do some funky stuff up to the drop off jug",{108084510: 3}
Buzzsaw,119324384,Boulder,111679778,V7,15,1,4.0,1.0,Beautiful over hung Saw-blade shaped arete with really interesting holds and body positions. One of the best problems of the grade in the state.,{112225989: 4}
Columnbine,112304036,Boulder,111679778,V4,0,1,3.8,4.0,"Start with hands on either side and make a move to a face hold. then start working up little edges aroud the sides and hug this refrigerator block for 15 feet then make a committing topout on slopers.  Definitely done before me, but I don't have any FA info.","{108084510: 4, 110584840: 4, 200138493: 4, 108964383: 3}"
Crocadilla,111679843,Boulder,111679778,V1,0,1,2.5,2.0,"fun little problem and very cool features. sit start with some protruding features, slap up a few sloper moves using the holds on the left side of the arête, get established a little higher, and tiptoe your way right through the flakes to the topout of mega fauna. perfect little warm up.","{200061347: 3, 108084510: 2}"
Cum Sock,111679864,Boulder,111679778,V5,0,1,1.0,1.0,"interesting problem. some cool moves on a aesthetic arête, but hard to call a classic.      sit start on some very specific feet and hands up to a couple of slopey pockets to the right of the arête. move to the large rail on the left, use the small, terrible pinch on the arête a bit higher, and find a way to get to the jug.",{108084510: 1}
Deal or No Deal,111679925,Boulder,111679778,V4,0,1,2.0,1.0,"problem with a ton of iron pocket features near the start. Start on good holds in a small cave, first couple of moves go through the sea of iron outcroppings. Choose the correct combo and win big! get to the jug, then just one long, sideways deadpoint to the sloping arête stands between you and victory.",{108084510: 2}
Full Frontal,112316437,Boulder,111679778,V3,0,1,2.0,2.0,"Not classic, but a good warm up. start near tree on low jugs, work up and right all the way across the boulder, moving up in the process, top out on the right side of the face (to the left of rail gun). infinite beta possibilities, grade based solely on pump.","{108084510: 2, 112225989: 2}"
Gingerbread,111679935,Boulder,111679778,V4,0,1,3.0,1.0,"Compression bloc. sit start with the right hand hand-jammed in a slot on the left side of the boulder and slap up left, then right, then left, then right, or whatever you want to do. lots of fun.",{108084510: 3}
Instant classic,112323225,Boulder,111679778,V4,0,1,2.5,2.0,"Same start as Super Classic, but work out right to more slopers and small holds to gain the same topout","{112225989: 3, 108084510: 2}"
Ironclad,114308265,Boulder,111679778,V4,20,1,4.0,1.0,Stand start with crimps on right side of arete. Climb arete on iron oxide edges to an airy finish. Move right across jugs to top it. No protection at that point and a big rock may or may not be in your trajectory if you come off at the top.  Don't climb if you're not solid in the grade. There is a tree and a rock pillar to sling up top for anchor. Climb over from adjacent boulder to get on. Jump over to get off.,{108071729: 4}
Knobby Crack,112303780,Boulder,111679778,V1,15,1,3.0,1.0,middle-left side of warm up boulder. starts on obvious holds in a break and follows the little crack up and left to a weird but ok topout.,{108084510: 3}
Lost and Found,112316370,Boulder,111679778,V2,0,1,4.0,9.0,"Awesome! start on the downhill side of the face on a flat jug, work up and left through the perfect sandstone jugs, get a left hand in the last and highest pocket and make a big move to the sloper horn up top. the top out is a bit awkard (go around the right and grab hidden right hand sidepulls)","{108084510: 4, 108964383: 4, 109661504: 4, 200157132: 4, 112225989: 4, 200099747: 4, 200146075: 4, 111760760: 4, 200677940: 4}"
Perspective,118113730,Boulder,111679778,V3,10,1,2.0,1.0,Start on the diagonal rail and work to some good edges out left and high. Finish at the break where the rock gets chossy.,{110244087: 2}
Rail Gun,112316455,Boulder,111679778,V0-,0,1,3.0,2.0,"start squatting with hands on a good rail. work up sloping rails, all pretty good, to a little slopey topout.","{108084510: 3, 112225989: 3}"
Side Scroller,111679982,Boulder,111679778,V3,0,1,2.7,3.0,"rightward traverse that is pretty sustained. Start on a really awesome sloper, move right on  some crimps to a large deadpoint for a pocket. move up and right through some jugs to get established on the face.  Not much is gained by attempting the topout, which is tall and chossy.","{108084510: 3, 110584840: 3, 200138493: 2}"
Super Classic,112303943,Boulder,111679778,V4,0,1,3.6,7.0,start under the roof and work out beautiful sandstone holds and slopers and top out,"{108084510: 4, 111077003: 4, 112225989: 4, 200099747: 4, 200038676: 3, 111737831: 3, 200677940: 3}"
Alabama 2,112316287,Boulder,111679763,V3-4,0,1,2.0,2.0,"start in some sloping slots on the right side of the lazy boulder. make a stabbing first move, then work through a cool sequence of crimps and sidepulls. top out is easy.  the rock looks fragile but is bomber.     WARNING* while getting on top of the boulder is easy, once you topout there is about 30 ft of leaf-dirt-vine slab that I would not recommend. I want to fix a rope in the future, but until then I might recommend dropping off.","{200138493: 2, 108084510: 2}"
Autonomic,112328544,Boulder,111679763,V1-,0,1,4.0,3.0,beautiful highball problem. stand start in the middle and work up whatever you feel like to topout at the highest point.,"{108084510: 4, 107977958: 4, 200188774: 4}"
bottom feeders,112303896,Boulder,111679763,V5,10,1,3.2,5.0,start on a jutting block on the left side of the boulder. do compression moves up slopes and slaps to a few crimps and finish. top out on left side,"{112225989: 4, 200677940: 4, 108084510: 3, 108962560: 3, 111737831: 2}"
Brendan's Problem,112306079,Boulder,111679763,V4,0,1,3.0,1.0,"good holds to the lip, then with the left hand on a good undercling, slap your way up to the highest sloper and top out.",{108084510: 3}
Hard to Gouge,111679959,Boulder,111679763,V4,0,1,3.0,1.0,problem left of Violent Nature. sit start with left hand on a crimp and right hand undercling. work moves up obvious holds until you have to find a way to stab the left hand into the eye shaped pocket. big move out right then ride good holds to the finish.,{108084510: 3}
Hueco Problem,112328571,Boulder,111679763,V4-5,0,1,4.0,2.0,"Hard to grade. start on the left side of the boulder, mover through a fun series of giant huecos as far right as you can and head up to a nails hard sloper top-out.  getting through the huecos is probably v3, but the moves to gain the top, then actually topping out is difficult. the hueco section is easier if you use the lip while transitioning between huecos but is not necessary. also a problem that rides the lip the whole way.","{108084510: 4, 112208335: 4}"
Hurricane Handouts,112303886,Boulder,111679763,V6,15,1,4.0,4.0,"Really obvious problem on the left side of the overhang. not to be missed.start on small, sharp or slopey crimps (choose your poison on the obvious rail), bust a powerful move out left and work through the power sequence into a slopey sequence at the top. fight the pump on the spicey finish.","{108084510: 4, 108964383: 4, 112225989: 4, 200677940: 4}"
must be this tall to climb,112303995,Boulder,111679763,V4-5,0,1,2.0,1.0,"Weird problem. start sitting under the block with ok holds, make either a super powerful move out to the arête and avoid the dab, or if you are tall enough there is a secret toe hook.  then slap up the friction dependent slopers to topout",{108084510: 2}
Newton county stick fight,112303905,Boulder,111679763,V5,0,1,3.7,3.0,"right side of the boulder, to the right of bottom feeders","{112225989: 4, 200677940: 4, 108084510: 3}"
The Quarry,112316300,Boulder,111679763,V4-5,0,1,3.0,1.0,"From fat slopers to two finger pockets, this problem has the works.  start on a good hold in the wide crack and work left through good holds and movement. get established past the overhang and make a big move to a shared hold with Alabama 2, then top out via Alabama 2.",{108084510: 3}
Samurai Sword,112316333,Boulder,111679763,V0,0,1,3.3,4.0,"Best sloper problem of the grade in AR! start on the low divot on the right arête and work your way up the perfect slopers, using the face for feet or your heel on the arête. so fun.","{108084510: 4, 200138493: 3, 110584840: 3, 200099747: 3}"
Violent Nature,111679941,Boulder,111679763,V6,0,1,2.0,1.0,"Beautiful arête, turned dihedral problem. stand start, hands crossed (left on a small crimp rail and right on a sloping feature below). struggle to get established on a high left foot and right foot in a dish, fire up to a decent crimp, and work a few layback moves til you can gain a kneebar in the dihedral. work hands left, unwind from the kneebar, and cruise the easy layback jugs to a slightly spicy top.      last few moves are still cleaning up. they are easy, just be careful.",{108084510: 2}
Black Lightning,111600024,Sport,111600010,5.11c,75,1,2.0,1.0,"The first obvious black streak as you walk into the crag.     Carefully climb up some easy but dangerous terrain to get the first bolt clipped, then pull up the ledge on some questionable pockets.    From here find some holds to get your body mounted onto the face and cruise up the big holds to the top.  Tends to be a bit dirty after rains.",{107878550: 2}
Snakes on a Plane,111600013,Sport,111600010,5.12a,75,1,3.0,1.0,McCrackens classic line.    Techno-endurance climbing that will eat your lunch.   Begin off a large rock stack and pull some precarious moves on a sloping ledge until you get established onto your feet.    From here follow the obvious right leaning crack that runs up the line. Some hand sequencing is useful to negotiate this portion efficiently.     Climb into a recessed portion of rock where you can prepare for the in your face crux.    From here climb up some easier (in comparison) terrain to a fun finish on an arete.    Stout for the grade. Tough to onsight.,{107878550: 3}
Unnamed,114304954,Sport,111600010,5.9,30,1,1.5,2.0,"This route follows thin and fragile holds, with somewhat thoughtful movement up to a bulge just below the anchors.","{200213755: 2, 108886549: 1}"
Unnamed,114305019,Sport,111600010,5.10d,60,1,2.0,1.0,"Move quickly through the cruxy arete start onto positive holds leading to a ledge. Continue on good crimps to the anchors. In its current state, this route is pretty dirty and still shedding holds. ",{108886549: 2}
Army Of One,118300677,Boulder,118300656,V5,15,1,2.0,1.0,Start on low jug rail and move left on edges to a big throw. Jugs to the top.,{108735310: 2}
Battle Stations,118300702,Boulder,118300656,V3-4,20,1,3.0,1.0,Long and juggy. First boulder established at Mill Creek.,{108735310: 3}
Dungeon Family,118308459,Boulder,118300715,V3-4,0,1,1.0,1.0,Start under a roof and grab some jugs to pull over the lip. Dirty and lowball.,{108735310: 1}
Fat In A Famine,118300722,Boulder,118300715,V5-6,0,1,3.0,1.0,Super high quality stone. Crux is likely the last few moves so have some pads and spotters with you if you get nervous with heady top outs.,{108735310: 4}
Longo Bongo,118300735,Boulder,118300715,V3-4,0,1,2.0,1.0,Cool pockets and edges on a slightly overhanging face. Currently pretty dirty up top but worth climbing once brushed,{108735310: 2}
Reign Of Filth,118300739,Boulder,118300715,V4,0,1,3.0,1.0,Cool climbing on the most attractive feature on the boulder. Starts low and right and covers a lot of ground.,{108735310: 3}
Sawed-Off Arete,118308596,Boulder,118300715,V2,0,1,2.0,1.0,High ball. Climb up the inspiring blunt arete to a break around 15 feet. Pull around to the right and top out in a less than ideal notch. This boulder is intimidating and should probably not be taken super lightly...,{108735310: 2}
Backdraft,111960442,Sport,111960376,5.12d,0,1,4.0,1.0,"Climb through the same initial boulder sequence as  ""Smokejumper"" and continue straight up the face instead of trending left.     Pull some ninja like moves establishing onto the slab section and shake before the small roof.    From here pull hard to the big ledge where the redpoint crux awaits. Make it to the rest jug and fire through some steep 5.11 jug terrain to the anchors.",{107878550: 4}
Smokejumper,111960413,Sport,111960376,5.13a,70,1,4.0,1.0,"Pass the initial test of a rugged and rowdy boulder problem to establish yourself into the thick of the fire.    From here ascend through the smoke through a vertical panel of rock with relatively easier terrain.     As the wall begins to steepen again, set up on small crimps to prepare for the glory throw to a jug crafted by rock Jesus himself. Recollect yourself and prepare for one more big throw before running it to the chains.    Best to hold on tight or whip deep into the ashes below",{107878550: 4}
Burn in Hell,113050460,Sport,111004030,5.12a,55,1,3.9,13.0,Best 12a at Rock Creek with cryptic low knee bar crux to some dihedral climbing and upper mini-crux.,"{110199585: 4, 110755607: 4, 107971249: 4, 108613386: 4, 107638654: 4, 112403472: 4, 200138493: 4, 107977958: 4, 108626560: 4, 111541660: 4, 108886549: 4, 107489614: 4, 111597363: 3}"
Burned At the Stake,111007937,Sport,111004030,5.12b,60,1,3.1,10.0,A Bouldery start leads into some more bouldery moves which eventually eases up about halfway through the route.     Cop a rest at the ledge near the top of the climb and pull a 5.10/11 move right beneath the chains.,"{200138493: 4, 107878550: 3, 107977958: 3, 110755607: 3, 108886549: 3, 108735310: 3, 109189789: 3, 108084510: 3, 108626560: 3, 111597363: 3}"
Burnt To Ash,112281790,Sport,111004030,5.13a,60,1,4.0,4.0,starts to the right of Extinguisher links into the same finish. A series of long moves (and or jumps) with good rests in between. Classic Rock Creek compression crux,"{110328313: 4, 107878550: 4, 108089129: 4, 107977958: 4}"
Dust to Dust,111599987,Sport,111004030,5.12c,70,1,3.5,2.0,"Boulder through the start of ""The Extinguisher"" but trend left following a long under clinging flake. The redpoint crux awaits at the end of the flake.","{107977958: 4, 107878550: 3}"
The Extinguisher,111004037,Sport,111004030,5.13a,50,1,4.0,6.0,"Thuggy moves right off the gate, lead to a kneebar rest and an in your face crux right after.     Don't let up, as a few more bouldery moves await you until the climb begins to un-steepen.    Amazing quality of moves on this line!","{107878550: 4, 109189789: 4, 110328313: 4, 108089129: 4, 107971249: 4, 107977958: 4}"
Fire Crotch,113050302,Sport,111004030,5.11b,60,1,2.8,4.0,A few semi- powerful bouldery sequences with cool holds followed by easy jug bashing to the top.,"{110199585: 3, 107977958: 3, 200138493: 3, 111541660: 2}"
Fire Hazard,111599937,Sport,111004030,5.11b,55,1,3.6,14.0,"Tricky Dihedral climbing!    Stick clip the first bolt, then fire up a small initial boulder problem that will lead you into a good resting stance to assess the dihedral above.    From here tech your way up the awesome corner using an array of skills.     Once you reach the break beneath the roof, compose yourself and keep it together for the tricky, yet simple roof pull.  Fantastic route that will give a seasoned climber a run for their money at the grade.","{200138493: 4, 109189789: 4, 112830891: 4, 110755607: 4, 111541660: 4, 107977958: 4, 110584840: 4, 107638654: 4, 108735310: 3, 107878550: 3, 111239574: 3, 108089129: 3, 108886549: 3, 200202741: 3}"
Pyrotechnics,120042183,Sport,111004030,5.12+,60,1,3.0,1.0,"One of the few hard, vertical/slabby routes at Rock Creek. Once you leave the start hold, don’t expect to grab a good jug until you get to the end of the route 40 feet up. Solve cryptic, finger-destroying boulder problems back to back... to back... and to back again before finally finding sweet relief on the last good jugs of Fire Hazard next door. Also, if you’re one of those people who says you “sent” by bailing way out left at the third bolt and circumnavigating the crux, congratulations, you didn’t do the route. Just suck it up and grab the tiny crimps, you’ll be a better climber for it. ",{108735310: 3}
Smoke on the Water,111599950,Sport,111004030,5.10b,55,1,1.8,4.0,"A good warm up for the fire wall. Climb through a perpetually wet dihedral and stem across the two faces until you start climbing the face on some precarious holds.    Some choss has left the route, with a bit more to go.     Other than the rock quality, it serves as a great moderate for the wall.","{107878550: 2, 108089129: 2, 200138493: 2, 200202741: 1}"
Smoke Signal,111599944,Sport,111004030,5.10c,60,1,1.5,4.0,Dirty route located at the end of the fire wall.    Contains a harder start to easier climbing.     Could climb better if it got traffic and a good cleaning.,"{108735310: 2, 200138493: 2, 107878550: 1, 108886549: 1}"
Groundhog Day,114045991,Sport,114045977,5.9+,50,1,2.5,2.0,A bouldery start leads to easier terrain with a pumpy finish. Finish on the diving board.,"{109518724: 3, 111541660: 2}"
Ghostdance,112319794,Sport,110484127,5.12d,85,1,3.0,1.0,Follow the seam all the way up using burly body wrestling technique. Double kneebars are crucial,{107878550: 3}
Raindance,111605088,Sport,110484127,5.12d,75,1,4.0,4.0,Techy but easy climbing follows a leaning crack system underneath the roof of the oasis. At around the 5'th bolt find the glorious kneebar to prep for the meat of the climb.     Bust out the rest with a strenuous pull to get you situated on the the steep face. From here follow amazing red river gorge style dishes and crimps to the top.    Quality line with every hold and move under the sun. Pure fun!,"{107878550: 4, 108089129: 4, 107977958: 4, 108735310: 4}"
Trail of Fears,110558494,Sport,110484127,5.13c,65,1,3.0,1.0,A series of hard boulder problems down low lead to a rest before you attack the steep head wall with 5.12 terrain above.,{107878550: 3}
Treason,118295045,Sport,110484127,5.10d,40,1,1.7,3.0,Climb the line just left of the arete. Side-pull & under-cling your way to the top.,"{108613386: 2, 108886549: 2, 200499712: 1}"
Alaskan Bull Worm,118976580,Sport,111508074,5.11c/d,70,1,2.0,1.0,"""I saw it! It was big, it was all wiggly, and it ate EVERYTHING!""   If only the Alaskan Bull Worm hadn't taken a bite out of this route, it would have been a fantastic 5.8. Instead, it's a few bolts of good 5.7 climbing to a strange stance and powerful boulder problem off of a ledge. Immediately afterwards the route goes back to 5.Easy until the top. That being said, the boulder problem is unique and fun, and the climbing to the top sports some of the coolest cobbles and chicken heads at Rock Creek. Not an area classic, but fun nonetheless.",{108735310: 2}
Chicken Leg Joe,111508078,Sport,111508074,5.10d,65,1,3.2,20.0,Start in a shallow dihedral and move up on some cool slightly sloping blocky holds. Head left up the varied face to meet up with a steeper section at the top that contains large holds.,"{111321805: 4, 112403472: 4, 107971249: 4, 200393716: 4, 108933244: 3, 107638654: 3, 107175878: 3, 200205291: 3, 111622582: 3, 107137180: 3, 111541660: 3, 110755607: 3, 110052535: 3, 107559987: 3, 200138493: 3, 108089129: 3, 108886549: 3, 108084510: 3, 111747281: 3, 108613386: 2}"
Hot and Bothered,111508088,Sport,111508074,5.11c,60,1,3.4,16.0,This excellent line starts with a couple of tough moves that lead to a stance. Head up the beautiful face with a variety of holds and a couple wide compression moves.,"{200393716: 4, 107638654: 4, 110584840: 4, 200205291: 4, 108626560: 4, 108089129: 4, 107971249: 4, 108964383: 4, 200138917: 3, 108613386: 3, 108886549: 3, 110755607: 3, 111747281: 3, 200138493: 3, 107137180: 3, 111541660: 2}"
Mr. Sassy Pants,113050500,Sport,111508074,5.10b,65,1,2.2,12.0,Cool refrigerator block crux (with cool knee bar) followed by easier climbing. Dont blow the clip above the ledge. Great warm up.,"{200393716: 3, 110584840: 3, 111321805: 2, 108613386: 2, 108886549: 2, 200157132: 2, 107638654: 2, 108084510: 2, 107175878: 2, 111541660: 2, 200138493: 2, 110199585: 2}"
Octapussy,118716309,Sport,111508074,5.12b,70,1,4.0,2.0,"Bouldery beginning featuring a pocketed arete to sustained 11+/12- climbing. Unlike other routes on this wall, this one has no midway fluff. ","{109389640: 4, 107971249: 4}"
Shere Khan,111872668,Sport,111508074,5.11b,60,1,3.2,13.0,Starts left of and shares anchors with Chicken Leg Joe. Technical face climbing leads to a cryptic crux and finishes with steep ledge pulling.,"{111239574: 4, 108886549: 4, 107971249: 4, 107175878: 4, 108084510: 3, 108735310: 3, 108089129: 3, 111622582: 3, 111541660: 3, 111278331: 3, 107559987: 3, 200138493: 3, 108613386: 2}"
