area_name,area_id,parent_id,elevation,latitude,longitude,state
Ozzy Area,106041268,105982504,,33.382,-86.84200000000001,Alabama
Palisades Park,105914427,105905173,"1,286",33.989000000000004,-86.458,Alabama
Arkansas,105901027,0,868,36.007,-93.18799999999999,Arkansas
North-Central Arkansas,119612630,105901027,"2,018",35.919000000000004,-93.20200000000001,Arkansas
Big Piney Region,119476521,119612630,998,35.762,-93.277,Arkansas
Haw Creek,107824510,119476521,736,35.679,-93.238,Arkansas
Haw Creek East,107824526,107824510,,35.679,-93.238,Arkansas
Haw Creek West (Valinor),110999708,107824510,850,35.679,-93.256,Arkansas
Hurricane Creek,111679751,119476521,"1,524",35.73,-93.13600000000001,Arkansas
Downhill Area,111679790,111679751,"1,479",35.731,-93.13600000000001,Arkansas
Front Area,111679769,111679751,"1,548",35.731,-93.13600000000001,Arkansas
North Side,111679778,111679751,"1,578",35.733000000000004,-93.135,Arkansas
South Side,111679763,111679751,"1,557",35.729,-93.137,Arkansas
McCracken,111600010,119476521,"1,402",35.605,-93.458,Arkansas
Mill Creek,118300648,119476521,"1,435",35.772,-93.167,Arkansas
M.Z.,118300656,118300648,"1,720",35.779,-93.176,Arkansas
Main Cluster,118300715,118300648,"1,388",35.771,-93.171,Arkansas
Rock Creek,110441810,119476521,831,35.742,-93.273,Arkansas
Fire Cave,111960376,110441810,"1,141",35.747,-93.265,Arkansas
The Fire Wall,111004030,110441810,"1,107",35.747,-93.266,Arkansas
The Holiday Block,114045977,110441810,826,35.742,-93.273,Arkansas
The Oasis,110484127,110441810,"1,011",35.747,-93.26799999999999,Arkansas
Spivey Wall,111508074,110441810,"1,007",35.745,-93.27,Arkansas
The Tomb,110447449,110441810,"1,019",35.747,-93.26799999999999,Arkansas
West Bluff,112421039,110441810,"1,050",35.74,-93.271,Arkansas
Wood Wall,111600047,110441810,"1,020",35.746,-93.26899999999999,Arkansas
Buffalo River Region,118733109,119612630,995,36.042,-93.344,Arkansas
Hideout Hollow Crag,110207096,118733109,"1,433",36.097,-93.26100000000001,Arkansas
Kyles Landing DWS,110504010,118733109,880,36.056,-93.275,Arkansas
Pilots Knob,108604034,118733109,"1,946",36.241,-93.22200000000001,Arkansas
Lower Pilots knob,108604049,108604034,"1,791",36.241,-93.22,Arkansas
Hair lip boulder,108604055,108604049,"1,781",36.241,-93.22,Arkansas
Mine Craft wall,108604059,108604049,"1,814",36.241,-93.22,Arkansas
Upper Pilots knob,108604043,108604034,"1,991",36.241,-93.225,Arkansas
Steel Creek - Upper Buffalo River,118222436,118733109,995,36.037,-93.346,Arkansas
Fish Wall,118222536,118222436,"1,016",36.036,-93.345,Arkansas
Pirate's Cove,118222594,118222436,991,36.035,-93.344,Arkansas
Roark Bluff (Sandstone Pillar),118733171,118222436,"1,088",36.043,-93.34,Arkansas
Cowell/Deer Area,110505466,119612630,"2,127",35.849000000000004,-93.194,Arkansas
Cowell,119476674,110505466,"2,233",35.821999999999996,-93.166,Arkansas
Andromeda,116623216,119476674,"1,699",35.858000000000004,-93.134,Arkansas
Geometric Pleasures,118349227,116623216,"1,699",35.858000000000004,-93.134,Arkansas
Rudder Wall,116623236,116623216,"1,700",35.858000000000004,-93.134,Arkansas
Telekinetic Wall,116623283,116623216,"1,699",35.858000000000004,-93.134,Arkansas
Font Red,106666693,119476674,"1,968",35.879,-93.12100000000001,Arkansas
Fred's Cave Area,107028268,119476674,"1,968",35.879,-93.12100000000001,Arkansas
The Hood,118173145,119476674,"1,918",35.859,-93.109,Arkansas
Hudson Mountain,108438633,119476674,"1,868",35.851,-93.124,Arkansas
Invasion Area,119476869,119476674,"1,985",35.871,-93.131,Arkansas
Dub's Cave,110971476,119476869,"1,863",35.875,-93.131,Arkansas
Fern Gulley,111394466,119476869,"2,041",35.876,-93.12700000000001,Arkansas
Invasion Wall,110490012,119476869,"1,974",35.873000000000005,-93.13,Arkansas
Land of the Little People,112871796,119476869,"1,936",35.873000000000005,-93.12700000000001,Arkansas
Sex Boulder Bouldering,112448401,119476869,"1,986",35.871,-93.13,Arkansas
The Sex Boulder,116365536,119476869,"1,987",35.871,-93.13,Arkansas
Power Wall,109667212,119476674,"1,968",35.879,-93.12100000000001,Arkansas
The Tombstone,111664577,119476674,"1,296",35.889,-93.13,Arkansas
Wishing Well Boulder,114607457,119476674,"1,791",35.838,-93.133,Arkansas
Dismal Hollow,114279956,110505466,"1,700",35.848,-93.285,Arkansas
It's Always Sunny Wall,114328742,114279956,"1,698",35.848,-93.285,Arkansas
Haunt Hollow,118722412,110505466,"1,638",35.896,-93.28399999999999,Arkansas
Double Roofs,118722603,118722412,"1,645",35.896,-93.28399999999999,Arkansas
Haunted Wall,118722439,118722412,"1,635",35.896,-93.285,Arkansas
Orange Wall,118722728,118722412,"1,721",35.897,-93.28299999999999,Arkansas
Upside Down Cave,118722979,118722412,"1,674",35.87,-93.27600000000001,Arkansas
Whitaker Point,116100344,110505466,"1,897",35.894,-93.447,Arkansas
Horseshoe Canyon Ranch,105903004,119612630,"1,787",36.012,-93.292,Arkansas
The Arcade,111047240,105903004,"1,928",36.003,-93.295,Arkansas
Black Cave,109421196,105903004,,36.012,-93.292,Arkansas
Cliffs of Insanity,106264938,105903004,"1,877",36.005,-93.285,Arkansas
Colossus Boulder,112355047,105903004,"1,522",36.001999999999995,-93.288,Arkansas
Confederate Cracks,105986599,105903004,,36.001,-93.29299999999999,Arkansas
Crackhouse Alley,105986608,105903004,,36.0,-93.294,Arkansas
The Doomsday Wall,108381380,105903004,"1,921",36.006,-93.29700000000001,Arkansas
East Side Boulders,116623065,105903004,"1,871",36.007,-93.288,Arkansas
The Far East,105988223,105903004,,36.004,-93.28399999999999,Arkansas
Goat Cave,105986426,105903004,,36.010999999999996,-93.288,Arkansas
Green Room,112276226,105903004,"1,819",36.003,-93.294,Arkansas
Hidden Boulders,119218882,105903004,"1,598",36.0,-93.291,Arkansas
Mega Roof Boulder,119218901,119218882,"1,600",36.0,-93.291,Arkansas
Idaho Boulders,106141008,105903004,"1,825",36.003,-93.294,Arkansas
The Crescent Area,107285977,106141008,,36.001,-93.29299999999999,Arkansas
Gate to the West,112559626,106141008,"1,826",36.003,-93.294,Arkansas
Glass Bowl Area,107048801,106141008,"1,825",36.003,-93.294,Arkansas
Loaf Boulder,106342163,106141008,20,36.003,-93.294,Arkansas
Make You Cuss,107113295,106141008,,36.003,-93.294,Arkansas
Miho Boulder,106733592,106141008,,36.003,-93.294,Arkansas
Moondye Boulder,106141016,106141008,,36.003,-93.294,Arkansas
South Idaho's,107007141,106141008,"1,862",36.003,-93.294,Arkansas
Warm-Up Boulder,107285674,106141008,,36.003,-93.294,Arkansas
The Land Beyond,107603146,105903004,"1,892",36.01,-93.29299999999999,Arkansas
Land of the Lost,106730445,105903004,,36.012,-93.292,Arkansas
Lost Boulders,111507272,105903004,"1,923",36.009,-93.287,Arkansas
Mexican Pillar,108378610,105903004,"1,883",36.005,-93.285,Arkansas
Middle East,106207931,105903004,"1,850",36.007,-93.288,Arkansas
Middle East Bouldering,106207943,106207931,,36.007,-93.288,Arkansas
Nipple Stimulation Alcove,113023209,106207931,"1,854",36.007,-93.287,Arkansas
Rosie's Cantina Area,109567016,106207931,"1,862",36.006,-93.287,Arkansas
Super Slab,114268207,106207931,"1,809",36.007,-93.288,Arkansas
The Tool Buttress,106207934,106207931,,36.007,-93.288,Arkansas
Mr. Magoo Rock,106026846,105903004,"1,828",36.006,-93.286,Arkansas
Mullet Buttress,106137082,105903004,,36.012,-93.292,Arkansas
New Roman Wall,108378552,105903004,"1,899",36.006,-93.285,Arkansas
North Side,119423069,105903004,"1,875",36.009,-93.295,Arkansas
Land Beyond Boulders,119258631,119423069,"1,863",36.01,-93.29299999999999,Arkansas
Land Beyond Routes,119258623,119423069,"1,891",36.01,-93.29299999999999,Arkansas
North Forty Boulders,119258587,119423069,"1,835",36.008,-93.294,Arkansas
Broken Boulders,119423210,119258587,"1,844",36.008,-93.296,Arkansas
Bubba Boulder,119423401,119258587,"1,865",36.008,-93.296,Arkansas
Daze Boulder,119425788,119258587,"1,865",36.009,-93.295,Arkansas
Donkey Show Boulder,119423362,119258587,"1,867",36.008,-93.296,Arkansas
Honeycomb Boulder,119423213,119258587,"1,835",36.008,-93.294,Arkansas
Kindergarten Boulder (Bouldering),119425327,119258587,"1,851",36.009,-93.294,Arkansas
Leatherface Boulder,119423308,119258587,"1,851",36.008,-93.295,Arkansas
North Forty Crag Boulders,119425712,119258587,"1,897",36.009,-93.294,Arkansas
Tang Boulder,119425199,119258587,"1,865",36.009,-93.295,Arkansas
Toilet Bowlder,119423257,119258587,"1,847",36.008,-93.295,Arkansas
Trouser Chili Boulder,119425247,119258587,"1,813",36.008,-93.29299999999999,Arkansas
Warm Up Boulder,119425275,119258587,"1,845",36.009,-93.294,Arkansas
North Forty Routes,119258598,119423069,"1,888",36.009,-93.295,Arkansas
The Park,119543261,105903004,"1,629",36.001999999999995,-93.291,Arkansas
Prophecy Wall,105986405,105903004,"1,866",36.004,-93.296,Arkansas
Ren and Stimpy,105970937,105903004,,36.012,-93.292,Arkansas
Roman Wall,105970899,105903004,,36.005,-93.285,Arkansas
Sloping Joe Boulder,106736920,105903004,,36.012,-93.292,Arkansas
Street Fighter Wall,111109222,105903004,"1,866",36.003,-93.295,Arkansas
Titanic Boulder,105931213,105903004,"1,901",36.005,-93.29700000000001,Arkansas
Titanic Wall,108311556,105903004,"1,909",36.005,-93.29700000000001,Arkansas
Undertow Boulder,106736797,105903004,,36.01,-93.29,Arkansas
Wall of Calamity,118702507,105903004,"1,904",36.006,-93.286,Arkansas
Walls Of Moria,111189530,105903004,"1,880",36.001999999999995,-93.294,Arkansas
Wrangler wall,118702646,105903004,"1,905",36.006,-93.286,Arkansas
Richland Creek Area,112406276,119612630,"1,856",35.868,-92.921,Arkansas
Heaven Boulders,112392929,112406276,"1,996",35.845,-92.96799999999999,Arkansas
Prohibition,108151860,112406276,"1,437",35.863,-92.904,Arkansas
All American Wall,108151886,108151860,,35.863,-92.904,Arkansas
Prohibition Wall,108151880,108151860,"1,452",35.863,-92.904,Arkansas
Shangri-La,112392906,112406276,"1,403",35.851,-92.905,Arkansas
Stack Rock,107595946,112406276,"1,776",35.883,-92.911,Arkansas
Climbing for Money,113869433,107595946,"1,649",35.885,-92.91,Arkansas
Funk Soul Alcove,112573270,107595946,"1,659",35.883,-92.913,Arkansas
The Heart Chamber,107950444,107595946,"1,677",35.884,-92.911,Arkansas
Motivational Wall,111287327,107595946,,35.883,-92.911,Arkansas
MTA Wall,113902370,107595946,"1,593",35.885,-92.90899999999999,Arkansas
Nomar Wall,109562337,107595946,,35.883,-92.911,Arkansas
North Wall,109555352,107595946,,35.883,-92.911,Arkansas
Ork Wall,107876125,107595946,,35.883,-92.911,Arkansas
Slackline Pillar,107597896,107595946,,35.887,-92.90899999999999,Arkansas
The Wall of Moderates,109549409,107595946,,35.883,-92.911,Arkansas
Western Chicken Ranch,113845854,107595946,"1,602",35.885999999999996,-92.91,Arkansas
"Wings to Fly, Heart of Borneo, and Cresent Crack",107876139,107595946,,35.883,-92.911,Arkansas
Sam's Throne & Surroundings,105901033,119612630,"2,077",35.858000000000004,-93.044,Arkansas
Candy Mountain,108159442,105901033,"1,709",35.845,-93.046,Arkansas
Candy Mountain Boulders,116143530,105901033,"1,631",35.844,-93.046,Arkansas
Cave Creek,105901039,105901033,"2,005",35.844,-93.057,Arkansas
Brick Attack Area,111189580,105901039,"1,829",35.842,-93.057,Arkansas
Cave Creek Boulders,111556335,105901039,"1,790",35.842,-93.056,Arkansas
Cool Breeze Area,105907609,105901039,,35.844,-93.057,Arkansas
Crankenstein Boulder,119109765,105901039,"1,812",35.842,-93.056,Arkansas
Flat Fields Slab and Surrounding,119109916,105901039,"1,878",35.843,-93.056,Arkansas
Gravity Slab/Meltdown Wall,105906524,105901039,"1,856",35.843,-93.05799999999999,Arkansas
Hippie Wall,105906517,105901039,"1,877",35.843,-93.05799999999999,Arkansas
Mama and Papa Toad Boulder,107950513,105901039,"1,780",35.842,-93.053,Arkansas
Meat Walls,106277640,105901039,"1,839",35.842,-93.055,Arkansas
Southern Dynamics,106277873,105901039,"1,746",35.842,-93.051,Arkansas
Stems and Seeds Area,119109616,105901039,"1,884",35.843,-93.056,Arkansas
To See and Believe Wall,113789959,105901039,"1,886",35.843,-93.05799999999999,Arkansas
Deliverance,112323714,105901033,"1,816",35.861,-93.054,Arkansas
Sam's Throne,105901036,105901033,"1,965",35.875,-93.04799999999999,Arkansas
East Main Bluff,105901605,105901036,"1,790",35.873000000000005,-93.04799999999999,Arkansas
Chickenhead Wall,105901772,105901605,"1,786",35.873000000000005,-93.05,Arkansas
Dawn Wall,111553469,105901605,"1,835",35.874,-93.04700000000001,Arkansas
Dead Dog & Energamata Walls,105905955,105901605,"1,807",35.873000000000005,-93.04700000000001,Arkansas
The Prow & Reality Wall,105905119,105901605,"1,770",35.873000000000005,-93.04799999999999,Arkansas
Hero Maker Wall,105905968,105901036,"1,805",35.874,-93.045,Arkansas
Matter of Time Boulder,118183068,105901036,"1,755",35.872,-93.051,Arkansas
Northern Exposure,105901642,105901036,"1,905",35.883,-93.04700000000001,Arkansas
The Outback,105901635,105901036,"1,875",35.88,-93.04799999999999,Arkansas
Down Under Wall,105902820,105901635,,35.88,-93.04799999999999,Arkansas
ET Wall,114211697,105901635,"1,912",35.883,-93.04899999999999,Arkansas
Outback Wall,106178960,105901635,,35.88,-93.04799999999999,Arkansas
Seed Wall,105902627,105901635,,35.88,-93.04799999999999,Arkansas
Warrior Wall & Last Chance Wall,105901663,105901635,,35.88,-93.04799999999999,Arkansas
The Patio Boulders,117994654,105901036,"1,685",35.87,-93.052,Arkansas
Autobahn Boulder,117994823,117994654,"1,655",35.87,-93.052,Arkansas
Plaque Wall Boulder,117994690,117994654,"1,727",35.871,-93.052,Arkansas
Sphinx Boulder,117994769,117994654,"1,676",35.87,-93.052,Arkansas
Terfah Boulder,117994788,117994654,"1,686",35.87,-93.052,Arkansas
Southern Cross Wall,112405378,105901036,"1,232",35.866,-93.055,Arkansas
The Throne Proper,105901622,105901036,"1,723",35.871,-93.052,Arkansas
Blind Man's Bluff,105906316,105901622,"1,701",35.871,-93.053,Arkansas
Fun Alley Wall,105906339,105901622,"1,664",35.87,-93.053,Arkansas
The Plaque Wall,105904894,105901622,"1,730",35.871,-93.052,Arkansas
Poison Ivy Wall,105901652,105901622,"1,770",35.871,-93.052,Arkansas
South Side & Albino Rhino Wall,105906270,105901622,"1,735",35.871,-93.052,Arkansas
The Throne Proper,105905102,105901622,"1,711",35.871,-93.052,Arkansas
White Trash Wall,105906330,105901622,"1,675",35.871,-93.053,Arkansas
West Main Bluff,105901630,105901036,"1,868",35.875,-93.04899999999999,Arkansas
"Arachnophobia, Dark Side, & International Walls",105903609,105901630,,35.875,-93.04899999999999,Arkansas
Coup D'etat Wall,105903975,105901630,,35.875,-93.04899999999999,Arkansas
The Squeeze Block & Titanic Wall,105902860,105901630,,35.875,-93.04899999999999,Arkansas
Southern Cross Wall,112406762,105901033,"1,248",35.866,-93.054,Arkansas
Valley of The Blind,105905414,105901033,"1,751",35.864000000000004,-93.04799999999999,Arkansas
Northeast Arkansas Region,119612563,105901027,756,35.665,-91.781,Arkansas
Heber Springs,116198370,119612563,497,35.525999999999996,-92.01299999999999,Arkansas
Jamestown Crag,106407913,119612563,811,35.66,-91.75399999999999,Arkansas
Amateur Route Area,106408014,106407913,,35.666,-91.757,Arkansas
Boulder field,111541689,106407913,834,35.661,-91.75399999999999,Arkansas
Dogwalk,109119099,106407913,,35.667,-91.759,Arkansas
Game Wall,106410451,106407913,,35.667,-91.758,Arkansas
Large Boulder,109119259,106407913,,35.66,-91.75399999999999,Arkansas
Metal Wall,109782698,106407913,,35.667,-91.758,Arkansas
Natural Disaster Area,106407949,106407913,,35.66,-91.75399999999999,Arkansas
Never Never Land,110021435,106407913,811,35.66,-91.75399999999999,Arkansas
The Roof,111641629,106407913,811,35.66,-91.75399999999999,Arkansas
Strawberry shortcake wall,107931027,106407913,,35.665,-91.757,Arkansas
Upper Wall,109119126,106407913,,35.66,-91.75399999999999,Arkansas
VD Wall,106407926,106407913,,35.66,-91.75399999999999,Arkansas
Waterfall Area,109782743,106407913,,35.66,-91.75399999999999,Arkansas
Painters Bluff,107933665,119612563,276,35.868,-91.848,Arkansas
Riverside,112511815,119612563,326,35.281,-91.71799999999999,Arkansas
Hillside Boulder Area,112511824,112511815,314,35.281,-91.71700000000001,Arkansas
Hobo Cave,112512063,112511815,293,35.281,-91.71700000000001,Arkansas
Sandy Cave,112512100,112511815,290,35.281,-91.71700000000001,Arkansas
Northwest Arkansas (NWA) Region,118730582,105901027,"1,324",36.068000000000005,-94.179,Arkansas
Area 74,106731918,118730582,"1,660",36.036,-93.676,Arkansas
Across the Road Boulders,106731933,106731918,,36.036,-93.676,Arkansas
Carbon Nook and Barbed Wire aka Hidden Wall,106732009,106731918,,36.036,-93.676,Arkansas
Cave Roof,106732400,106731918,,36.036,-93.676,Arkansas
The Corridor aka The Green Room,106731979,106731918,,36.036,-93.676,Arkansas
Grandaddy Roof and Surrounding Boulders,106732410,106731918,,36.036,-93.676,Arkansas
Main Wall,106731950,106731918,,36.036,-93.676,Arkansas
Woods Area 1 aka Hidden Walls,106731983,106731918,,36.036,-93.676,Arkansas
Beaver Lake,117511654,118730582,"1,095",36.344,-94.021,Arkansas
Beaver Lake Bouldering,119184464,117511654,"1,099",36.334,-93.919,Arkansas
Beaver Lake DWS,119184476,117511654,"1,095",36.344,-94.021,Arkansas
Bigfoot Hollow,112355992,118730582,936,35.637,-93.875,Arkansas
Area 51,114063965,112355992,"1,147",35.639,-93.882,Arkansas
Jonah Hex Wall,114064539,114063965,"1,206",35.641,-93.882,Arkansas
MMA Wall,114063983,114063965,"1,284",35.643,-93.884,Arkansas
Psychology Wall,114063969,114063965,"1,147",35.639,-93.882,Arkansas
Rhyme or Reason Wall,114063994,114063965,"1,169",35.64,-93.882,Arkansas
Roswall,114064002,114063965,"1,155",35.641999999999996,-93.883,Arkansas
Space Wall,114063987,114063965,"1,176",35.64,-93.882,Arkansas
Area 51 Bouldering,112466984,112355992,"1,148",35.639,-93.882,Arkansas
Bigfoot Proper,112402525,112355992,"1,087",35.644,-93.87700000000001,Arkansas
The Boneyard,112392244,112355992,828,35.639,-93.87200000000001,Arkansas
Camp boulders,112391289,112355992,901,35.635999999999996,-93.87299999999999,Arkansas
Halfway House,112420894,112355992,"1,123",35.641,-93.87899999999999,Arkansas
Roswell,112402510,112355992,"1,451",35.658,-93.883,Arkansas
Twin Peaks,112399700,112355992,"1,377",35.65,-93.87100000000001,Arkansas
Water World,112403813,112355992,861,35.637,-93.874,Arkansas
Zone 13,112391435,112355992,"1,528",35.656,-93.876,Arkansas
DeSoto Bouldering Area,118256303,118730582,"1,411",35.687,-93.68299999999999,Arkansas
Devils canyon,118162113,118730582,"1,451",35.629,-94.038,Arkansas
Fern,107468143,118730582,"1,182",35.618,-94.006,Arkansas
Bleeder Boulder,109376883,107468143,,35.615,-94.008,Arkansas
Charlton Heston Boulder,111842713,107468143,"1,076",35.616,-94.009,Arkansas
Cowboy Boulder,111842614,107468143,"1,089",35.617,-94.008,Arkansas
The Dojo,112499192,107468143,972,35.611,-94.012,Arkansas
Factual Boulder,110079165,107468143,,35.618,-94.006,Arkansas
Fern Bouldering,111244847,107468143,"1,097",35.617,-94.008,Arkansas
