area_name,area_id,parent_id,elevation,latitude,longitude,state
Ravendale (aka Lost Crack),108586849,105985197,728,65.284,-148.201,Alaska
Rubble Pile Crag,106010605,105985197,,65.287,-148.19,Alaska
Second crag,119587489,105985197,"1,200",65.287,-148.193,Alaska
Stan's Rock,117688677,105985197,"1,093",65.289,-148.19,Alaska
Summer School Slab,118858672,105985197,794,65.284,-148.204,Alaska
Sunnyside,116833769,105985197,"1,082",65.289,-148.188,Alaska
Third Crag,119834162,105985197,"1,075",65.287,-148.192,Alaska
Jack River,118770936,106905115,"2,580",63.313,-148.707,Alaska
Johnny Cash Ice Falls,107696538,106905115,"1,448",63.812,-148.95,Alaska
Mount Prindle,105988149,106905115,"4,500",65.476,-146.429,Alaska
Main Wall,108226965,105988149,"4,500",65.466,-146.439,Alaska
Rock Creek Bouldering,112102705,106905115,"1,235",64.022,-149.166,Alaska
Wave Boulder,112102709,112102705,"1,234",64.022,-149.166,Alaska
Welcome Boulder,112214357,112102705,"1,070",64.029,-149.149,Alaska
Savage River Boulders,113023846,106905115,"2,587",63.74,-149.292,Alaska
Tanana River Bluffs,118857583,106905115,935,64.275,-146.689,Alaska
Pandemic Area,118862184,118857583,819,64.274,-146.682,Alaska
Tatlanika,106587829,106905115,"1,098",64.17,-149.299,Alaska
Darth Mal,106716570,106587829,,64.17,-149.299,Alaska
Mother of God,106716544,106587829,,64.17,-149.299,Alaska
Muktuk,106716577,106587829,,64.17,-149.299,Alaska
Welcome Boulder,106587835,106587829,,64.17,-149.299,Alaska
Interior Alaska/Alaska Range,106905110,105909311,"1,740",65.367,-150.557,Alaska
Delta Range,106538321,106905110,"5,452",63.372,-145.228,Alaska
Black Rapids Bouldering,119188565,106538321,"2,330",63.502,-145.861,Alaska
Buffalo Boulder,119188621,119188565,"2,188",63.503,-145.864,Alaska
Split Face Boulder,119188568,119188565,"2,339",63.501,-145.861,Alaska
Darling Creek,118226183,106538321,"3,088",63.581,-145.811,Alaska
Gulkana and College Glacier,107314990,106538321,,63.372,-145.228,Alaska
College Glacier,107315110,107314990,,63.372,-145.228,Alaska
40 years,107315124,107315110,,63.372,-145.228,Alaska
Birthday Stones,107315209,107315110,,63.372,-145.228,Alaska
Birthday Boulder,107315222,107315209,,63.372,-145.228,Alaska
Mudd Nutt,107315214,107315209,,63.372,-145.228,Alaska
Gulkana Boulder,107314996,107314990,,63.372,-145.228,Alaska
Hayes Glacier,110297485,106538321,,63.372,-145.228,Alaska
Mt Skarland,110298874,110297485,"10,131",63.372,-145.228,Alaska
Mt. Balchen,110298707,110297485,"11,140",63.372,-145.228,Alaska
Mt. Geist,110298838,110297485,"10,800",63.372,-145.228,Alaska
Mt. Hayes,110298682,110297485,"13,832",63.372,-145.228,Alaska
Red Rock Canyon,119335591,106538321,"5,823",63.318,-145.377,Alaska
Sinrock,119335633,119335591,"5,822",63.318,-145.377,Alaska
White Princess,106538330,106538321,"9,800",63.42,-145.421,Alaska
Denali National Park,105909817,106905110,"6,000",63.065,-151.172,Alaska
Denali,105953839,105909817,"20,320",63.072,-150.947,Alaska
Kahiltna Dome,106444868,105909817,"12,537",63.065,-151.172,Alaska
Little Switzerland,106501756,105909817,"5,720",62.696,-151.189,Alaska
Crown Jewel,110470255,106501756,"7,213",62.689,-151.199,Alaska
Dragon's Spine,110470646,106501756,"7,490",62.739,-151.204,Alaska
Hobbit's Footstool,107669302,106501756,"5,800",62.717,-151.206,Alaska
Middle Troll,106501763,106501756,"6,900",62.701,-151.179,Alaska
The Munchkin,107669204,106501756,"6,000",62.695,-151.205,Alaska
North Troll,110470470,106501756,"6,900",62.702,-151.182,Alaska
Peak 6500,110470446,106501756,"6,500",62.718,-151.192,Alaska
The Plunger,108152274,106501756,"6,192",62.706,-151.182,Alaska
The Royal Tower,108152245,106501756,"8,130",62.701,-151.223,Alaska
South Troll,110470949,106501756,"5,683",62.699,-151.175,Alaska
The Throne,106501809,106501756,"7,390",62.708,-151.185,Alaska
Mount Foraker,106225680,105909817,"17,400",63.065,-151.172,Alaska
Mt Hunter,106213704,105909817,"14,573",63.065,-151.172,Alaska
Mt. Brooks,106357046,105909817,"11,940",63.203,-150.671,Alaska
Mt. Capps,112132948,105909817,"10,790",63.08,-151.185,Alaska
Mt. Francis,107634109,105909817,"10,450",63.065,-151.172,Alaska
"Peak 11,300",105997283,105909817,"11,300",63.003,-150.878,Alaska
Radio Control Tower,113157294,105909817,"8,670",62.973,-151.14,Alaska
Ruth Gorge,105976826,105909817,"4,696",62.959,-150.693,Alaska
The Gargoyle,107939102,105976826,"5,000",62.959,-150.693,Alaska
Moose's Tooth,105976870,105976826,"10,300",62.97,-150.611,Alaska
Mt Wake,106170915,105976826,"8,100",62.959,-150.693,Alaska
Mt. Barrill,105976852,105976826,"7,650",62.959,-150.693,Alaska
Mt. Dickey,105976844,105976826,"9,545",62.959,-150.693,Alaska
Mt. Huntington,106219075,105976826,"12,240",62.968,-150.896,Alaska
The Stump,105976856,105976826,"6,600",62.959,-150.693,Alaska
Werewolf Tower,112913011,105976826,"6,700",62.919,-150.646,Alaska
Scott Peak,106357031,105909817,"8,828",63.342,-150.125,Alaska
Eastern Alaska Range,118226364,106905110,"3,375",63.385,-147.365,Alaska
Kenai Peninsula,106905088,105909311,"2,873",60.213,-150.073,Alaska
Anchor Point Boulder,106739897,106905088,87,59.777,-151.821,Alaska
